CardID,R_Score,F_Score,M_Score,RFM_Segment,Segment
C0105345516,5,4,5,545,Lovers
C0105346224,3,1,4,314,Other
C0105346300,2,1,3,213,Other
C0105346550,2,3,3,233,Other
C0105346980,4,3,1,431,Other
C0105347412,1,1,1,111,Other
C0105347424,3,1,1,311,Other
C0105348422,3,5,5,355,Other
C0105348663,5,5,3,553,Other
C0105349389,5,1,3,513,Other
C0105349739,2,4,3,243,Other
C0105352373,4,5,5,455,Lovers
C0105353082,3,1,3,313,Other
C0105353147,1,3,4,134,Other
C0105353740,1,1,1,111,Other
C0105353825,5,3,3,533,Other
C0105353973,3,2,2,322,Other
C0105356683,2,4,2,242,Other
C0105356792,3,4,3,343,Other
C0105357069,5,2,4,524,Other
C0105357258,1,1,1,111,Other
C0105357889,5,2,5,525,Other
C0105358817,4,1,1,411,Other
C0105360062,4,1,1,411,Other
C0105361391,3,3,2,332,Other
C0105361751,4,2,1,421,Other
C0105361975,5,1,1,511,Apprentice
C0105362856,1,1,4,114,Other
C0105362867,2,2,5,225,Other
C0105363048,3,1,2,312,Other
C0105364083,4,2,3,423,Other
C0105365325,4,5,5,455,Lovers
C0105365521,5,5,5,555,Soulmates
C0105365791,3,3,5,335,Other
C0105366134,2,5,5,255,Other
C0105366206,5,5,5,555,Soulmates
C0105366278,1,1,1,111,Other
C0105366378,5,1,4,514,Other
C0105366760,1,2,2,122,Other
C0105367133,4,5,3,453,Other
C0105367602,3,3,2,332,Other
C0105367636,4,1,4,414,Other
C0105368006,2,5,5,255,Other
C0105368098,2,3,3,233,Other
C0105368309,1,1,2,112,Other
C0105369186,5,1,2,512,Other
C0105369205,1,1,3,113,Other
C0105369736,2,1,4,214,Other
C0105370298,1,1,2,112,Other
C0105371388,4,5,5,455,Lovers
C0105371516,4,1,1,411,Other
C0105371781,5,1,4,514,Other
C0105373565,2,3,1,231,Other
C0105373931,4,1,4,414,Other
C0105374266,5,5,5,555,Soulmates
C0105374542,1,5,4,154,Other
C0105374693,5,3,4,534,Other
C0105375876,1,3,4,134,Other
C0105375953,5,5,5,555,Soulmates
C0105376216,2,3,3,233,Other
C0105376464,4,4,4,444,Lovers
C0105377760,4,5,3,453,Other
C0105378476,1,1,2,112,Other
C0105379836,4,2,1,421,Other
C0105380905,5,4,5,545,Lovers
C0105381223,1,2,2,122,Other
C0105382160,5,5,5,555,Soulmates
C0105382176,4,5,5,455,Lovers
C0105382381,1,1,2,112,Other
C0105382419,4,3,4,434,Other
C0105382719,3,1,1,311,Other
C0105383442,5,1,2,512,Other
C0105383785,2,2,2,222,Other
C0105384684,3,3,4,334,Other
C0105384976,4,1,1,411,Other
C0105386181,4,5,4,454,Lovers
C0105388448,4,4,4,444,Lovers
C0105388885,2,4,3,243,Other
C0105391483,1,5,3,153,Other
C0105392136,1,1,1,111,Other
C0105392526,4,5,5,455,Lovers
C0105392608,3,1,4,314,Other
C0105394200,1,1,1,111,Other
C0105395385,4,2,3,423,Other
C0105398565,5,5,5,555,Soulmates
C0105398794,1,1,4,114,Other
C0105399171,3,5,5,355,Other
C0105400187,3,1,1,311,Other
C0105400205,2,5,5,255,Other
C0105400285,1,5,4,154,Other
C0105401245,2,1,1,211,Other
C0105402456,2,2,3,223,Other
C0105402887,5,1,1,511,Apprentice
C0105403252,5,5,5,555,Soulmates
C0105404078,3,5,4,354,Other
C0105404355,2,2,1,221,Other
C0105404380,2,2,2,222,Other
C0105405210,5,3,3,533,Other
C0105405435,4,1,1,411,Other
C0105405776,4,3,3,433,Other
C0105405807,2,1,2,212,Other
C0105406029,5,4,3,543,Other
C0105406561,2,3,2,232,Other
C0105406758,3,3,3,333,Other
C0105407191,1,1,1,111,Other
C0105407461,1,1,1,111,Other
C0105408656,5,1,1,511,Apprentice
C0105409418,1,5,3,153,Other
C0105409501,4,1,5,415,Other
C0105410611,2,2,5,225,Other
C0105410878,4,3,4,434,Other
C0105410946,3,1,5,315,Other
C0105411360,2,1,2,212,Other
C0105411504,4,1,2,412,Other
C0105412719,2,1,1,211,Other
C0105413190,2,2,2,222,Other
C0105413887,1,1,1,111,Other
C0105413900,4,2,1,421,Other
C0105414000,5,5,4,554,Lovers
C0105414582,2,5,3,253,Other
C0105416135,4,5,4,454,Lovers
C0105416187,5,2,4,524,Other
C0105416319,5,5,5,555,Soulmates
C0105416361,4,1,1,411,Other
C0105416922,2,1,5,215,Other
C0105418100,2,3,2,232,Other
C0105418415,5,5,5,555,Soulmates
C0105419614,1,1,4,114,Other
C0105420249,4,5,5,455,Lovers
C0105421282,3,1,5,315,Other
C0105421830,2,1,3,213,Other
C0105422466,4,5,5,455,Lovers
C0105422535,4,4,5,445,Lovers
C0105422951,4,1,1,411,Other
C0105422969,2,3,4,234,Other
C0105424308,2,1,2,212,Other
C0105424807,2,2,3,223,Other
C0105424876,5,1,3,513,Other
C0105424910,1,1,3,113,Other
C0105424987,2,3,4,234,Other
C0105425039,4,3,2,432,Other
C0105425182,4,1,1,411,Other
C0105426705,1,1,1,111,Other
C0105426841,2,5,5,255,Other
C0105426972,4,1,1,411,Other
C0105427062,3,2,1,321,Other
C0105427228,2,2,1,221,Other
C0105427260,1,1,1,111,Other
C0105427271,4,1,1,411,Other
C0105427579,5,4,2,542,Other
C0105427689,2,1,5,215,Other
C0105427741,2,4,3,243,Other
C0105428673,4,5,5,455,Lovers
C0105429018,3,5,5,355,Other
C0105429999,1,1,1,111,Other
C0105430148,5,3,2,532,Other
C0105430329,5,1,3,513,Other
C0105430417,2,3,3,233,Other
C0105430476,2,4,2,242,Other
C0105430938,4,5,5,455,Lovers
C0105434112,2,2,5,225,Other
C0105434526,5,1,5,515,Other
C0105434543,4,3,4,434,Other
C0105434595,1,2,3,123,Other
C0105434685,2,2,4,224,Other
C0105436617,5,2,4,524,Other
C0105436653,2,3,4,234,Other
C0105437498,3,3,4,334,Other
C0105438887,5,3,1,531,Other
C0105439328,5,3,2,532,Other
C0105440503,3,2,5,325,Other
C0105441062,5,5,5,555,Soulmates
C0105441082,5,3,1,531,Other
C0105442464,3,4,1,341,Other
C0105444067,1,1,1,111,Other
C0105444153,2,3,2,232,Other
C0105444526,4,5,5,455,Lovers
C0105444755,5,2,1,521,Other
C0105445119,5,5,5,555,Soulmates
C0105446663,4,1,1,411,Other
C0105446980,2,1,3,213,Other
C0105447258,5,5,5,555,Soulmates
C0105447450,5,5,5,555,Soulmates
C0105449256,3,2,1,321,Other
C0105449605,2,3,3,233,Other
C0105449786,4,1,2,412,Other
C0105449879,5,1,3,513,Other
C0105450250,1,1,2,112,Other
C0105451413,1,1,1,111,Other
C0105452413,3,1,4,314,Other
C0105452750,2,3,2,232,Other
C0105453724,5,1,3,513,Other
C0105455809,4,1,1,411,Other
C0105455928,3,4,3,343,Other
C0105456882,3,3,4,334,Other
C0105456941,4,1,2,412,Other
C0105457045,1,1,1,111,Other
C0105457886,2,2,1,221,Other
C0105457968,4,2,3,423,Other
C0105458106,3,3,4,334,Other
C0105458529,3,1,1,311,Other
C0105458757,3,5,5,355,Other
C0105458812,5,5,5,555,Soulmates
C0105460453,1,5,4,154,Other
C0105461433,3,3,2,332,Other
C0105462368,1,1,3,113,Other
C0105462686,5,5,5,555,Soulmates
C0105462845,2,2,1,221,Other
C0105462916,4,4,4,444,Lovers
C0105462979,3,3,3,333,Other
C0105463055,3,2,3,323,Other
C0105463171,1,1,3,113,Other
C0105463312,4,5,5,455,Lovers
C0105463763,4,1,1,411,Other
C0105464615,1,2,5,125,Other
C0105464781,2,1,5,215,Other
C0105465111,5,2,1,521,Other
C0105465440,1,1,3,113,Other
C0105465758,2,1,1,211,Other
C0105466320,1,1,1,111,Other
C0105468483,4,5,5,455,Lovers
C0105468743,1,5,4,154,Other
C0105468958,5,4,5,545,Lovers
C0105469025,5,4,3,543,Other
C0105469167,4,1,1,411,Other
C0105469259,1,1,1,111,Other
C0105469413,5,5,5,555,Soulmates
C0105470213,3,5,3,353,Other
C0105470531,5,2,2,522,Other
C0105470668,4,1,4,414,Other
C0105472101,4,5,5,455,Lovers
C0105472806,3,3,5,335,Other
C0105472856,2,5,4,254,Other
C0105472866,3,3,1,331,Other
C0105473018,4,3,2,432,Other
C0105473062,5,5,4,554,Lovers
C0105473695,5,1,2,512,Other
C0105473699,5,5,5,555,Soulmates
C0105473842,5,5,5,555,Soulmates
C0105474762,4,3,3,433,Other
C0105474921,4,2,2,422,Other
C0105476066,5,5,5,555,Soulmates
C0105476167,4,3,3,433,Other
C0105480883,2,2,2,222,Other
C0105481017,2,1,1,211,Other
C0105482013,1,1,3,113,Other
C0105482157,3,1,2,312,Other
C0105482209,2,4,2,242,Other
C0105482422,5,3,4,534,Other
C0105482717,4,4,4,444,Lovers
C0105482901,3,3,1,331,Other
C0105483372,2,1,4,214,Other
C0105483470,3,1,5,315,Other
C0105483515,1,1,1,111,Other
C0105484754,1,3,4,134,Other
C0105484966,4,2,3,423,Other
C0105485626,3,1,1,311,Other
C0105485681,3,2,2,322,Other
C0105486147,3,2,2,322,Other
C0105486937,5,5,3,553,Other
C0105487023,5,5,4,554,Lovers
C0105487154,5,5,5,555,Soulmates
C0105487206,2,3,3,233,Other
C0105487807,4,5,5,455,Lovers
C0105487863,4,5,5,455,Lovers
C0105487972,4,1,3,413,Other
C0105489709,5,2,1,521,Other
C0105490568,1,2,2,122,Other
C0105490680,5,1,2,512,Other
C0105491440,1,1,2,112,Other
C0105491679,4,1,1,411,Other
C0105491892,4,5,5,455,Lovers
C0105492028,3,2,2,322,Other
C0105492116,4,2,5,425,Other
C0105492120,4,1,3,413,Other
C0105492611,5,5,5,555,Soulmates
C0105492743,5,5,5,555,Soulmates
C0105493053,3,2,1,321,Other
C0105493127,2,2,3,223,Other
C0105496217,4,1,1,411,Other
C0105496331,1,5,4,154,Other
C0105496382,5,5,5,555,Soulmates
C0105497365,1,1,1,111,Other
C0105497761,3,1,2,312,Other
C0105497918,2,1,4,214,Other
C0105498196,2,1,4,214,Other
C0105498429,5,3,5,535,Other
C0105499329,5,2,5,525,Other
C0105499419,3,1,5,315,Other
C0105499954,1,3,2,132,Other
C0105501766,2,1,4,214,Other
C0105502248,5,2,1,521,Other
C0105502398,2,3,3,233,Other
C0105503235,2,2,2,222,Other
C0105503790,2,3,5,235,Other
C0105503939,1,1,1,111,Other
C0105504622,1,1,1,111,Other
C0105504753,5,5,5,555,Soulmates
C0105504855,3,1,4,314,Other
C0105505191,4,3,4,434,Other
C0105505253,1,1,1,111,Other
C0105506338,3,1,4,314,Other
C0105506442,2,3,1,231,Other
C0105507008,1,5,4,154,Other
C0105507076,1,1,1,111,Other
C0105507292,1,3,4,134,Other
C0105507956,3,3,2,332,Other
C0105508005,1,1,1,111,Other
C0105508050,1,2,1,121,Other
C0105509073,1,2,4,124,Other
C0105509142,1,5,3,153,Other
C0105509314,5,5,5,555,Soulmates
C0105510168,5,5,5,555,Soulmates
C0105510306,2,1,2,212,Other
C0105512464,2,1,3,213,Other
C0105512564,4,1,1,411,Other
C0105512680,5,5,5,555,Soulmates
C0105513679,2,2,4,224,Other
C0105514968,2,1,3,213,Other
C0105515642,4,5,5,455,Lovers
C0105516371,3,4,3,343,Other
C0105516482,4,5,5,455,Lovers
C0105517277,3,2,2,322,Other
C0105517998,2,1,4,214,Other
C0105518120,4,5,5,455,Lovers
C0105518206,5,5,5,555,Soulmates
C0105518249,1,1,1,111,Other
C0105518790,3,3,3,333,Other
C0105518896,5,3,1,531,Other
C0105519241,1,2,1,121,Other
C0105519306,3,1,2,312,Other
C0105519464,4,5,5,455,Lovers
C0105520401,4,3,5,435,Other
C0105520778,1,1,2,112,Other
C0105520952,4,3,3,433,Other
C0105521088,4,2,2,422,Other
C0105521134,1,1,1,111,Other
C0105522486,4,1,1,411,Other
C0105522581,4,2,2,422,Other
C0105522695,2,4,4,244,Other
C0105522716,2,3,2,232,Other
C0105523074,1,5,4,154,Other
C0105523532,5,1,1,511,Apprentice
C0105524633,3,5,5,355,Other
C0105525183,4,4,5,445,Lovers
C0105525318,3,5,3,353,Other
C0105526115,4,2,2,422,Other
C0105526122,4,2,2,422,Other
C0105526342,3,2,4,324,Other
C0105526536,3,1,1,311,Other
C0105527006,4,2,5,425,Other
C0105527060,5,3,4,534,Other
C0105527553,2,2,3,223,Other
C0105527845,4,3,3,433,Other
C0105527972,5,5,4,554,Lovers
C0105528341,4,2,3,423,Other
C0105528419,2,2,3,223,Other
C0105528481,4,5,4,454,Lovers
C0105529120,4,5,5,455,Lovers
C0105529202,2,1,4,214,Other
C0105529370,1,5,3,153,Other
C0105530135,4,2,4,424,Other
C0105530268,4,5,5,455,Lovers
C0105530344,5,1,3,513,Other
C0105530714,1,5,4,154,Other
C0105530851,5,1,1,511,Apprentice
C0105530865,2,1,3,213,Other
C0105531152,3,3,4,334,Other
C0105531692,4,2,4,424,Other
C0105532947,2,2,3,223,Other
C0105533611,3,3,3,333,Other
C0105534124,1,1,3,113,Other
C0105534611,4,1,3,413,Other
C0105534989,1,2,4,124,Other
C0105535781,3,3,4,334,Other
C0105537909,3,1,3,313,Other
C0105538110,2,2,4,224,Other
C0105538177,4,2,3,423,Other
C0105538800,3,1,1,311,Other
C0105539815,2,3,5,235,Other
C0105541115,5,3,3,533,Other
C0105541191,5,1,1,511,Apprentice
C0105541562,1,4,4,144,Other
C0105541653,1,2,4,124,Other
C0105541742,1,2,2,122,Other
C0105542272,2,4,3,243,Other
C0105542654,3,5,4,354,Other
C0105542671,5,1,1,511,Apprentice
C0105542716,4,2,2,422,Other
C0105544033,5,5,5,555,Soulmates
C0105545135,1,1,2,112,Other
C0105545718,4,5,5,455,Lovers
C0105545755,4,5,4,454,Lovers
C0105547175,2,3,5,235,Other
C0105548387,1,1,3,113,Other
C0105548457,3,3,4,334,Other
C0105548769,3,5,5,355,Other
C0105549158,4,3,3,433,Other
C0105550015,5,2,3,523,Other
C0105551062,5,3,1,531,Other
C0105551277,2,2,3,223,Other
C0105552710,2,1,2,212,Other
C0105552792,2,1,3,213,Other
C0105553359,2,1,4,214,Other
C0105555273,1,5,4,154,Other
C0105556038,5,5,5,555,Soulmates
C0105556172,1,1,1,111,Other
C0105556599,1,2,1,121,Other
C0105557942,4,1,2,412,Other
C0105558759,3,3,3,333,Other
C0105559891,3,3,2,332,Other
C0105559906,3,2,2,322,Other
C0105561110,1,1,1,111,Other
C0105561608,1,1,1,111,Other
C0105561692,4,3,3,433,Other
C0105562104,5,2,2,522,Other
C0105562275,3,2,2,322,Other
C0105562415,3,3,2,332,Other
C0105563424,3,2,2,322,Other
C0105563814,5,5,5,555,Soulmates
C0105564364,3,3,2,332,Other
C0105565733,5,4,2,542,Other
C0105565972,2,3,2,232,Other
C0105567349,3,2,2,322,Other
C0105567367,5,2,2,522,Other
C0105567552,2,2,3,223,Other
C0105568477,2,1,2,212,Other
C0105568715,3,5,4,354,Other
C0105568967,1,5,5,155,Ex-Lovers
C0105569082,3,2,3,323,Other
C0105569913,2,2,3,223,Other
C0105570963,2,1,5,215,Other
C0105571635,3,5,5,355,Other
C0105572084,5,5,4,554,Lovers
C0105572905,3,1,3,313,Other
C0105572934,2,2,5,225,Other
C0105572991,3,1,4,314,Other
C0105573219,1,1,1,111,Other
C0105573735,2,4,1,241,Other
C0105573847,1,1,1,111,Other
C0105574596,3,2,1,321,Other
C0105575911,5,2,1,521,Other
C0105577680,2,1,5,215,Other
C0105577825,4,5,5,455,Lovers
C0105577954,4,1,1,411,Other
C0105578037,1,1,1,111,Other
C0105579730,4,3,2,432,Other
C0105579799,4,4,5,445,Lovers
C0105580886,4,2,2,422,Other
C0105582642,4,2,3,423,Other
C0105583396,5,5,5,555,Soulmates
C0105583536,2,2,3,223,Other
C0105583952,1,1,1,111,Other
C0105584994,3,3,1,331,Other
C0105585370,1,1,2,112,Other
C0105586346,3,4,3,343,Other
C0105586411,5,5,4,554,Lovers
C0105586530,1,1,4,114,Other
C0105587030,5,5,5,555,Soulmates
C0105587112,5,5,5,555,Soulmates
C0105588323,2,4,2,242,Other
C0105588563,2,1,1,211,Other
C0105589322,3,3,3,333,Other
C0105589917,4,3,5,435,Other
C0105590851,2,1,1,211,Other
C0105591682,5,3,1,531,Other
C0105591901,4,2,1,421,Other
C0105591974,3,2,3,323,Other
C0105592309,2,1,2,212,Other
C0105593161,1,1,1,111,Other
C0105594377,1,1,1,111,Other
C0105594769,3,1,1,311,Other
C0105594862,1,1,1,111,Other
C0105594916,1,1,4,114,Other
C0105595017,1,1,3,113,Other
C0105595157,1,1,1,111,Other
C0105595239,3,4,3,343,Other
C0105595352,1,1,1,111,Other
C0105595603,3,1,2,312,Other
C0105595974,3,1,1,311,Other
C0105596320,1,1,3,113,Other
C0105598519,2,2,4,224,Other
C0105600243,2,2,2,222,Other
C0105600333,1,1,3,113,Other
C0105602133,5,5,4,554,Lovers
C0105602439,1,1,1,111,Other
C0105602563,2,1,4,214,Other
C0105603177,3,1,3,313,Other
C0105603207,3,3,1,331,Other
C0105603359,5,3,2,532,Other
C0105603421,3,1,2,312,Other
C0105603582,4,1,1,411,Other
C0105603608,5,1,1,511,Apprentice
C0105603662,3,1,3,313,Other
C0105603703,1,1,2,112,Other
C0105604280,3,3,1,331,Other
C0105604709,4,2,2,422,Other
C0105605818,2,4,5,245,Other
C0105605870,5,3,1,531,Other
C0105606080,2,3,3,233,Other
C0105606225,5,1,1,511,Apprentice
C0105606349,1,1,4,114,Other
C0105607063,4,3,4,434,Other
C0105607275,3,4,1,341,Other
C0105607408,4,3,1,431,Other
C0105607944,5,3,5,535,Other
C0105608698,3,2,2,322,Other
C0105609280,5,1,1,511,Apprentice
C0105609574,1,1,1,111,Other
C0105611181,4,5,5,455,Lovers
C0105612849,5,1,1,511,Apprentice
C0105612956,4,5,5,455,Lovers
C0105613264,1,3,2,132,Other
C0105613467,2,4,5,245,Other
C0105613622,2,3,3,233,Other
C0105614562,1,1,2,112,Other
C0105614662,4,5,5,455,Lovers
C0105614884,5,1,1,511,Apprentice
C0105615535,3,1,4,314,Other
C0105615706,1,2,2,122,Other
C0105615811,5,2,3,523,Other
C0105615868,3,1,1,311,Other
C0105616933,2,3,3,233,Other
C0105617616,4,2,5,425,Other
C0105618578,5,4,4,544,Lovers
C0105618669,1,1,2,112,Other
C0105618901,1,5,5,155,Ex-Lovers
C0105620167,1,1,2,112,Other
C0105620467,5,3,3,533,Other
C0105621242,5,4,1,541,Other
C0105621439,4,5,5,455,Lovers
C0105623574,5,5,5,555,Soulmates
C0105624041,1,1,1,111,Other
C0105624167,4,3,2,432,Other
C0105625425,1,1,2,112,Other
C0105626400,5,5,2,552,Other
C0105626464,5,2,3,523,Other
C0105627759,1,1,3,113,Other
C0105627981,5,1,5,515,Other
C0105628368,4,5,5,455,Lovers
C0105628808,5,2,3,523,Other
C0105629446,2,5,5,255,Other
C0105631213,4,1,1,411,Other
C0105631893,4,1,2,412,Other
C0105632675,1,1,2,112,Other
C0105632834,1,2,2,122,Other
C0105633463,4,5,5,455,Lovers
C0105633617,5,5,2,552,Other
C0105634044,2,2,2,222,Other
C0105635041,2,1,5,215,Other
C0105635113,4,5,5,455,Lovers
C0105637425,1,1,2,112,Other
C0105637611,3,3,2,332,Other
C0105638247,3,2,3,323,Other
C0105639858,1,1,2,112,Other
C0105639955,3,3,5,335,Other
C0105640165,5,1,5,515,Other
C0105640200,3,2,4,324,Other
C0105640443,1,1,2,112,Other
C0105641059,5,5,4,554,Lovers
C0105641161,2,1,2,212,Other
C0105641684,2,2,5,225,Other
C0105642587,4,3,4,434,Other
C0105642882,2,3,4,234,Other
C0105642931,3,4,5,345,Other
C0105642972,2,2,1,221,Other
C0105644306,5,1,1,511,Apprentice
C0105644699,5,5,5,555,Soulmates
C0105645061,5,2,4,524,Other
C0105645696,5,4,3,543,Other
C0105645820,5,2,5,525,Other
C0105647984,3,1,1,311,Other
C0105648015,4,3,3,433,Other
C0105649135,4,5,5,455,Lovers
C0105649297,4,1,4,414,Other
C0105649512,1,1,1,111,Other
C0105650082,4,2,2,422,Other
C0105650220,2,2,2,222,Other
C0105651600,3,2,4,324,Other
C0105652044,3,3,5,335,Other
C0105652758,4,2,2,422,Other
C0105652794,5,2,2,522,Other
C0105652823,1,1,4,114,Other
C0105654787,1,2,4,124,Other
C0105655053,3,2,3,323,Other
C0105656176,2,4,4,244,Other
C0105656867,4,5,5,455,Lovers
C0105658102,5,3,4,534,Other
C0105659061,4,5,4,454,Lovers
C0105659109,4,1,1,411,Other
C0105659113,3,4,3,343,Other
C0105659530,2,1,4,214,Other
C0105659798,2,5,5,255,Other
C0105660059,1,2,1,121,Other
C0105660077,1,5,4,154,Other
C0105660729,4,2,4,424,Other
C0105661148,5,3,3,533,Other
C0105662441,1,1,2,112,Other
C0105662941,4,1,3,413,Other
C0105664007,3,2,4,324,Other
C0105664730,5,5,5,555,Soulmates
C0105665410,2,2,3,223,Other
C0105665528,4,4,2,442,Other
C0105665654,2,2,3,223,Other
C0105665982,5,5,5,555,Soulmates
C0105666102,5,2,2,522,Other
C0105666227,3,2,2,322,Other
C0105666342,3,2,2,322,Other
C0105666509,4,1,2,412,Other
C0105667436,1,1,3,113,Other
C0105667568,4,1,4,414,Other
C0105667724,1,1,1,111,Other
C0105667896,4,2,3,423,Other
C0105667982,1,1,5,115,Other
C0105667999,1,3,3,133,Other
C0105668803,1,1,1,111,Other
C0105668934,3,1,1,311,Other
C0105669747,3,3,3,333,Other
C0105669887,3,4,4,344,Other
C0105670021,3,3,3,333,Other
C0105670137,1,1,1,111,Other
C0105670167,3,4,2,342,Other
C0105670548,4,2,2,422,Other
C0105671086,5,4,4,544,Lovers
C0105672616,4,5,5,455,Lovers
C0105672653,5,5,3,553,Other
C0105673170,4,1,1,411,Other
C0105673614,2,2,5,225,Other
C0105673751,5,5,2,552,Other
C0105673926,5,1,2,512,Other
C0105674580,5,5,5,555,Soulmates
C0105674639,5,5,5,555,Soulmates
C0105674864,1,1,1,111,Other
C0105675352,5,1,3,513,Other
C0105675387,5,5,5,555,Soulmates
C0105675905,5,2,4,524,Other
C0105676143,3,1,1,311,Other
C0105677082,5,5,5,555,Soulmates
C0105677164,4,5,5,455,Lovers
C0105677544,3,1,1,311,Other
C0105677659,5,4,3,543,Other
C0105677830,4,4,5,445,Lovers
C0105678321,3,3,2,332,Other
C0105679324,3,5,5,355,Other
C0105679408,5,5,5,555,Soulmates
C0105682066,1,5,4,154,Other
C0105682825,2,1,3,213,Other
C0105682908,5,2,2,522,Other
C0105683466,4,3,4,434,Other
C0105684687,2,3,4,234,Other
C0105684955,3,2,1,321,Other
C0105685924,5,2,2,522,Other
C0105686494,5,1,1,511,Apprentice
C0105686702,4,1,2,412,Other
C0105686840,1,1,2,112,Other
C0105686994,5,5,5,555,Soulmates
C0105687410,5,1,1,511,Apprentice
C0105688607,3,1,1,311,Other
C0105689159,4,2,5,425,Other
C0105689765,3,1,1,311,Other
C0105691960,3,1,1,311,Other
C0105692106,3,5,4,354,Other
C0105692871,2,2,3,223,Other
C0105694317,3,2,1,321,Other
C0105694886,2,3,3,233,Other
C0105695147,1,1,2,112,Other
C0105695288,2,3,4,234,Other
C0105695512,3,3,2,332,Other
C0105697169,5,1,1,511,Apprentice
C0105698931,1,1,1,111,Other
C0105701682,4,4,5,445,Lovers
C0105701761,4,1,1,411,Other
C0105701789,3,1,1,311,Other
C0105703324,3,2,1,321,Other
C0105704484,3,1,2,312,Other
C0105704734,1,2,1,121,Other
C0105705199,4,1,2,412,Other
C0105705708,1,5,2,152,Other
C0105707948,3,2,4,324,Other
C0105708133,3,1,1,311,Other
C0105708249,3,3,2,332,Other
C0105709173,3,1,2,312,Other
C0105709186,5,5,5,555,Soulmates
C0105709221,2,1,3,213,Other
C0105710389,5,1,1,511,Apprentice
C0105710485,1,1,4,114,Other
C0105711248,2,5,5,255,Other
C0105712966,3,1,5,315,Other
C0105713676,5,1,3,513,Other
C0105713883,1,1,1,111,Other
C0105714056,4,2,3,423,Other
C0105714122,2,4,2,242,Other
C0105714218,2,1,1,211,Other
C0105714570,4,5,5,455,Lovers
C0105714664,4,3,2,432,Other
C0105715455,1,5,3,153,Other
C0105715550,4,4,2,442,Other
C0105715974,4,1,1,411,Other
C0105716020,4,2,2,422,Other
C0105716130,1,1,4,114,Other
C0105716295,5,1,1,511,Apprentice
C0105716388,3,3,4,334,Other
C0105717363,3,1,1,311,Other
C0105717806,3,4,1,341,Other
C0105718100,4,2,2,422,Other
C0105718247,3,2,2,322,Other
C0105718400,2,2,2,222,Other
C0105718597,5,4,4,544,Lovers
C0105719039,5,2,4,524,Other
C0105720078,4,1,4,414,Other
C0105720131,3,4,4,344,Other
C0105720221,5,2,4,524,Other
C0105720241,3,3,1,331,Other
C0105721256,4,1,5,415,Other
C0105721679,3,3,3,333,Other
C0105722071,2,1,4,214,Other
C0105722126,5,2,3,523,Other
C0105722792,4,5,5,455,Lovers
C0105723063,5,3,4,534,Other
C0105723428,5,1,1,511,Apprentice
C0105724124,2,2,2,222,Other
C0105724314,1,1,2,112,Other
C0105725021,4,1,3,413,Other
C0105725855,5,1,1,511,Apprentice
C0105726798,2,3,5,235,Other
C0105728255,1,5,2,152,Other
C0105729009,5,1,2,512,Other
C0105729277,4,4,2,442,Other
C0105729809,2,2,2,222,Other
C0105730442,2,2,3,223,Other
C0105730738,3,3,4,334,Other
C0105731228,1,1,1,111,Other
C0105731896,1,1,3,113,Other
C0105731931,2,1,1,211,Other
C0105733052,2,2,4,224,Other
C0105733332,4,2,3,423,Other
C0105734171,2,3,3,233,Other
C0105735324,2,3,2,232,Other
C0105735356,3,1,2,312,Other
C0105736449,4,5,5,455,Lovers
C0105736787,5,3,2,532,Other
C0105737215,4,1,4,414,Other
C0105737395,1,2,4,124,Other
C0105738912,3,2,4,324,Other
C0105739499,3,1,4,314,Other
C0105739763,2,3,5,235,Other
C0105740523,5,5,5,555,Soulmates
C0105741873,1,1,1,111,Other
C0105742125,2,1,3,213,Other
C0105742180,1,2,4,124,Other
C0105746377,4,2,3,423,Other
C0105746650,1,3,4,134,Other
C0105748652,5,5,5,555,Soulmates
C0105749159,5,2,4,524,Other
C0105749430,3,1,2,312,Other
C0105749770,3,3,5,335,Other
C0105750122,4,2,2,422,Other
C0105750536,5,2,2,522,Other
C0105751841,2,3,1,231,Other
C0105753274,5,5,5,555,Soulmates
C0105753749,5,3,2,532,Other
C0105754537,2,1,3,213,Other
C0105754882,2,2,4,224,Other
C0105755318,2,5,5,255,Other
C0105755595,4,2,3,423,Other
C0105755843,2,1,4,214,Other
C0105756068,4,5,3,453,Other
C0105756494,4,4,2,442,Other
C0105758012,1,1,1,111,Other
C0105758436,2,1,2,212,Other
C0105758926,2,1,1,211,Other
C0105759548,4,2,3,423,Other
C0105759672,1,1,5,115,Other
C0105759843,4,1,3,413,Other
C0105760770,4,3,2,432,Other
C0105761238,5,1,2,512,Other
C0105761283,2,3,4,234,Other
C0105761597,2,2,5,225,Other
C0105761684,4,2,1,421,Other
C0105761807,2,2,4,224,Other
C0105762652,1,2,2,122,Other
C0105762992,4,1,1,411,Other
C0105763477,5,1,1,511,Apprentice
C0105763726,3,1,1,311,Other
C0105764076,4,4,3,443,Other
C0105765261,1,1,3,113,Other
C0105766182,3,2,3,323,Other
C0105766421,3,2,5,325,Other
C0105768046,4,1,3,413,Other
C0105769273,2,3,3,233,Other
C0105770761,3,4,2,342,Other
C0105770820,5,2,2,522,Other
C0105771200,3,5,5,355,Other
C0105771312,4,3,1,431,Other
C0105772140,4,1,3,413,Other
C0105773924,4,5,4,454,Lovers
C0105774064,4,2,5,425,Other
C0105775300,3,1,1,311,Other
C0105775711,5,2,1,521,Other
C0105775958,1,1,5,115,Other
