CardID,R_Score,F_Score,M_Score,RFM_Segment,Segment
C0100206070,4,4,3,443,Other
C0100206089,3,4,2,342,Other
C0100206172,4,3,1,431,Other
C0100206255,3,3,4,334,Other
C0100206577,2,1,4,214,Other
C0100206626,3,2,1,321,Other
C0100206710,2,5,5,255,Other
C0100206736,3,5,2,352,Other
C0100206808,1,1,1,111,Other
C0100206831,5,4,4,544,Lovers
C0100206853,2,2,5,225,Other
C0100207155,2,3,4,234,Other
C0100207312,2,3,3,233,Other
C0100207393,3,5,2,352,Other
C0100207635,3,1,4,314,Other
C0100207839,2,2,5,225,Other
C0100208242,4,5,5,455,Lovers
C0100208286,1,1,1,111,Other
C0100208425,3,1,1,311,Other
C0100208834,2,3,4,234,Other
C0100208926,1,2,2,122,Other
C0100209083,2,1,2,212,Other
C0100209549,1,1,1,111,Other
C0100209609,2,2,4,224,Other
C0100209637,3,1,5,315,Other
C0100209692,2,3,1,231,Other
C0100210235,5,4,3,543,Other
C0100210305,5,2,3,523,Other
C0100210344,2,2,2,222,Other
C0100210650,3,2,5,325,Other
C0100210810,1,2,1,121,Other
C0100210901,1,1,1,111,Other
C0100211199,5,1,2,512,Other
C0100211635,1,5,4,154,Other
C0100211702,3,1,1,311,Other
C0100211906,2,3,5,235,Other
C0100211957,3,3,5,335,Other
C0100212233,3,3,4,334,Other
C0100212560,2,4,3,243,Other
C0100212808,4,3,5,435,Other
C0100213186,4,5,5,455,Lovers
C0100214000,5,5,5,555,Soulmates
C0100214699,2,4,4,244,Other
C0100214862,1,1,1,111,Other
C0100214932,4,5,5,455,Lovers
C0100215146,2,3,2,232,Other
C0100215671,5,5,5,555,Soulmates
C0100216118,1,5,5,155,Ex-Lovers
C0100216364,3,1,5,315,Other
C0100216386,5,5,5,555,Soulmates
C0100216462,5,3,5,535,Other
C0100217149,1,5,5,155,Ex-Lovers
C0100217640,1,3,5,135,Other
C0100217792,4,4,5,445,Lovers
C0100217808,1,1,3,113,Other
C0100218138,1,1,1,111,Other
C0100218189,4,5,4,454,Lovers
C0100218358,2,2,4,224,Other
C0100218608,4,5,5,455,Lovers
C0100218826,1,2,2,122,Other
C0100218976,2,1,1,211,Other
C0100219499,4,3,2,432,Other
C0100219550,4,1,2,412,Other
C0100219638,3,4,2,342,Other
C0100220135,2,3,5,235,Other
C0100220238,2,1,4,214,Other
C0100220336,2,2,2,222,Other
C0100220588,1,1,1,111,Other
C0100220707,1,1,3,113,Other
C0100220789,4,5,5,455,Lovers
C0100221042,2,5,5,255,Other
C0100221093,1,1,1,111,Other
C0100221614,5,5,3,553,Other
C0100221929,1,5,4,154,Other
C0100222203,4,1,1,411,Other
C0100222252,5,4,4,544,Lovers
C0100222612,2,1,1,211,Other
C0100223063,3,1,3,313,Other
C0100223195,5,4,4,544,Lovers
C0100223261,4,3,1,431,Other
C0100223714,3,2,2,322,Other
C0100223798,2,2,3,223,Other
C0100223889,4,2,1,421,Other
C0100224117,3,1,5,315,Other
C0100224567,4,5,2,452,Other
C0100224741,5,3,2,532,Other
C0100225255,4,1,4,414,Other
C0100225343,4,1,1,411,Other
C0100225477,2,1,2,212,Other
C0100225503,3,1,1,311,Other
C0100225579,1,1,3,113,Other
C0100225672,1,2,3,123,Other
C0100225741,1,2,2,122,Other
C0100225883,1,1,1,111,Other
C0100226140,3,3,5,335,Other
C0100226263,1,5,4,154,Other
C0100226412,4,5,5,455,Lovers
C0100226507,5,1,1,511,Apprentice
C0100226521,3,2,3,323,Other
C0100226588,1,1,1,111,Other
C0100226698,4,5,5,455,Lovers
C0100227043,2,1,3,213,Other
C0100227066,5,3,2,532,Other
C0100227429,3,2,2,322,Other
C0100229020,3,1,2,312,Other
C0100229138,1,1,1,111,Other
C0100229168,4,1,1,411,Other
C0100229289,3,2,1,321,Other
C0100229574,1,2,2,122,Other
C0100229740,2,2,2,222,Other
C0100229957,5,2,2,522,Other
C0100230610,1,1,2,112,Other
C0100230651,1,5,4,154,Other
C0100231284,2,1,4,214,Other
C0100231335,1,5,4,154,Other
C0100231527,4,2,2,422,Other
C0100231731,5,5,3,553,Other
C0100231928,4,5,5,455,Lovers
C0100231935,4,5,5,455,Lovers
C0100231981,3,5,5,355,Other
C0100232190,5,5,4,554,Lovers
C0100232348,5,5,5,555,Soulmates
C0100232774,5,1,1,511,Apprentice
C0100233160,2,1,4,214,Other
C0100233253,1,1,3,113,Other
C0100234069,1,1,3,113,Other
C0100234329,5,5,5,555,Soulmates
C0100234351,5,5,5,555,Soulmates
C0100234375,5,4,4,544,Lovers
C0100234580,2,1,2,212,Other
C0100234744,2,3,3,233,Other
C0100235222,5,5,5,555,Soulmates
C0100235347,4,5,5,455,Lovers
C0100235578,2,1,2,212,Other
C0100235648,4,5,5,455,Lovers
C0100235833,1,1,1,111,Other
C0100235896,3,3,3,333,Other
C0100236317,1,2,1,121,Other
C0100236495,2,1,5,215,Other
C0100236546,3,3,1,331,Other
C0100236548,4,2,2,422,Other
C0100236892,1,2,4,124,Other
C0100237314,2,5,5,255,Other
C0100237576,2,2,3,223,Other
C0100238419,3,1,4,314,Other
C0100238650,3,1,4,314,Other
C0100238900,4,5,4,454,Lovers
C0100239102,1,2,3,123,Other
C0100239159,1,2,1,121,Other
C0100239706,4,1,4,414,Other
C0100239858,5,2,4,524,Other
C0100240294,5,5,5,555,Soulmates
C0100240363,3,4,2,342,Other
C0100240599,1,5,4,154,Other
C0100241070,2,4,4,244,Other
C0100241158,4,1,2,412,Other
C0100241220,2,4,2,242,Other
C0100241602,5,2,5,525,Other
C0100241653,4,2,2,422,Other
C0100242000,4,5,3,453,Other
C0100242056,5,5,5,555,Soulmates
C0100242465,5,4,3,543,Other
C0100243037,5,1,1,511,Apprentice
C0100243501,3,2,3,323,Other
C0100243904,5,5,4,554,Lovers
C0100243986,5,5,3,553,Other
C0100244662,3,2,3,323,Other
C0100244844,3,5,5,355,Other
C0100244981,2,5,4,254,Other
C0100245017,2,1,1,211,Other
C0100245091,3,1,1,311,Other
C0100245218,1,1,1,111,Other
C0100245322,2,5,3,253,Other
C0100245694,4,1,3,413,Other
C0100246610,3,4,5,345,Other
C0100246911,4,2,4,424,Other
C0100247084,5,1,5,515,Other
C0100247234,4,3,4,434,Other
C0100248056,1,1,1,111,Other
C0100248187,4,1,5,415,Other
C0100248454,4,5,4,454,Lovers
C0100248601,5,5,5,555,Soulmates
C0100248615,4,5,1,451,Other
C0100248643,4,1,3,413,Other
C0100249741,5,1,1,511,Apprentice
C0100249820,1,3,2,132,Other
C0100249844,2,4,1,241,Other
C0100250110,1,5,4,154,Other
C0100250548,4,1,5,415,Other
C0100250670,1,4,2,142,Other
C0100251340,4,5,5,455,Lovers
C0100251417,1,2,4,124,Other
C0100251430,1,1,2,112,Other
C0100252295,1,1,1,111,Other
C0100253250,3,2,2,322,Other
C0100253611,4,5,4,454,Lovers
C0100253891,2,2,3,223,Other
C0100253918,1,1,1,111,Other
C0100254633,2,2,3,223,Other
C0100254832,2,2,2,222,Other
C0100254864,2,3,3,233,Other
C0100255509,1,1,1,111,Other
C0100255682,1,2,1,121,Other
C0100255847,3,2,3,323,Other
C0100256129,1,1,2,112,Other
C0100256202,1,1,1,111,Other
C0100256393,5,3,5,535,Other
C0100256707,2,2,4,224,Other
C0100256753,2,1,3,213,Other
C0100256849,4,4,4,444,Lovers
C0100257232,4,3,4,434,Other
C0100257777,4,1,3,413,Other
C0100257819,4,3,4,434,Other
C0100258313,5,1,3,513,Other
C0100258532,4,2,4,424,Other
C0100259009,1,2,3,123,Other
C0100261183,3,1,4,314,Other
C0100261314,5,3,3,533,Other
C0100261438,1,1,1,111,Other
C0100261578,1,1,1,111,Other
C0100261625,5,3,1,531,Other
C0100261683,1,1,1,111,Other
C0100261894,1,1,2,112,Other
C0100262558,2,1,4,214,Other
C0100262865,3,1,4,314,Other
C0100263019,5,2,1,521,Other
C0100263883,1,5,5,155,Ex-Lovers
C0100264023,4,2,3,423,Other
C0100264365,3,1,1,311,Other
C0100264597,3,1,1,311,Other
C0100265019,4,3,3,433,Other
C0100265674,5,2,2,522,Other
C0100265846,3,4,4,344,Other
C0100266253,3,3,4,334,Other
C0100266472,1,1,1,111,Other
C0100267897,3,4,4,344,Other
C0100268057,5,2,3,523,Other
C0100268245,2,1,5,215,Other
C0100268706,3,3,2,332,Other
C0100269138,2,4,4,244,Other
C0100269256,4,1,1,411,Other
C0100269347,2,4,2,242,Other
C0100269556,1,1,1,111,Other
C0100269607,5,5,5,555,Soulmates
C0100269678,5,5,2,552,Other
C0100270511,4,5,4,454,Lovers
C0100270744,1,1,4,114,Other
C0100280415,5,3,2,532,Other
C0100280484,5,4,5,545,Lovers
C0100280569,2,1,5,215,Other
C0100280730,5,2,2,522,Other
C0100280763,1,1,1,111,Other
C0100281288,5,1,5,515,Other
C0100282161,2,4,5,245,Other
C0100282273,3,3,4,334,Other
C0100282454,4,1,1,411,Other
C0100282971,1,1,1,111,Other
C0100283082,3,2,4,324,Other
C0100283260,3,5,5,355,Other
C0100283300,5,3,4,534,Other
C0100283825,3,2,4,324,Other
C0100284374,4,3,2,432,Other
C0100284891,5,5,5,555,Soulmates
C0100285453,3,1,1,311,Other
C0100285584,4,2,2,422,Other
C0100285670,3,1,3,313,Other
C0100287044,3,3,3,333,Other
C0100287593,3,1,2,312,Other
C0100287689,2,3,2,232,Other
C0100288287,4,1,4,414,Other
C0100289019,5,1,1,511,Apprentice
C0100290520,5,2,3,523,Other
C0100290946,1,1,3,113,Other
C0100291050,3,5,3,353,Other
C0100292253,1,2,2,122,Other
C0100292531,4,2,3,423,Other
C0100549639,2,1,2,212,Other
C0100550832,4,5,4,454,Lovers
C0100551691,1,3,1,131,Other
C0100553758,5,5,5,555,Soulmates
C0100554002,5,2,5,525,Other
C0100554060,4,5,5,455,Lovers
C0100554114,4,1,4,414,Other
C0100554149,3,5,5,355,Other
C0100554252,5,1,1,511,Apprentice
C0100555033,3,2,3,323,Other
C0100555324,5,2,3,523,Other
C0100556549,2,2,3,223,Other
C0100556697,1,2,5,125,Other
C0100557632,4,3,4,434,Other
C0100557809,4,5,4,454,Lovers
C0100557875,5,5,5,555,Soulmates
C0100558021,5,5,5,555,Soulmates
C0100558512,5,5,1,551,Other
C0100558594,5,5,5,555,Soulmates
C0100558757,2,4,5,245,Other
C0100559072,1,2,1,121,Other
C0100559289,1,5,5,155,Ex-Lovers
C0100559314,3,5,5,355,Other
C0100559398,3,1,4,314,Other
C0100559437,1,1,3,113,Other
C0100559670,5,5,5,555,Soulmates
C0100559749,3,3,5,335,Other
C0100559872,4,2,5,425,Other
C0100559928,2,1,2,212,Other
C0100560536,5,5,5,555,Soulmates
C0100560710,4,5,4,454,Lovers
C0100563425,4,5,5,455,Lovers
C0100563532,5,1,2,512,Other
C0100563875,1,1,1,111,Other
C0100564050,2,1,5,215,Other
C0100564371,1,1,5,115,Other
C0100564442,4,5,5,455,Lovers
C0100564450,2,1,4,214,Other
C0100564863,3,3,1,331,Other
C0100565132,2,2,4,224,Other
C0100566465,3,1,2,312,Other
C0100566784,5,2,2,522,Other
C0100567910,3,4,3,343,Other
C0100568148,1,5,4,154,Other
C0100568237,2,5,4,254,Other
C0100568408,3,5,5,355,Other
C0100569375,1,1,2,112,Other
C0100569691,5,1,4,514,Other
C0100570228,5,1,5,515,Other
C0100570542,4,3,3,433,Other
C0100570707,5,5,5,555,Soulmates
C0100570776,5,3,3,533,Other
C0100570862,2,1,2,212,Other
C0100570992,1,3,3,133,Other
C0100571135,4,5,5,455,Lovers
C0100571250,1,5,4,154,Other
C0100571396,2,1,3,213,Other
C0100571436,2,1,4,214,Other
C0100571998,3,1,3,313,Other
C0100572095,3,3,3,333,Other
C0100572432,3,2,2,322,Other
C0100572493,1,1,1,111,Other
C0100572564,2,4,4,244,Other
C0100573159,5,1,5,515,Other
C0100574316,1,1,1,111,Other
C0100574556,2,1,3,213,Other
C0100574635,4,5,5,455,Lovers
C0100574749,5,5,5,555,Soulmates
C0100575140,4,2,1,421,Other
C0100575495,5,5,4,554,Lovers
C0100575553,3,1,4,314,Other
C0100575557,5,2,4,524,Other
C0100575982,4,1,4,414,Other
C0100577463,2,3,5,235,Other
C0100577470,4,1,1,411,Other
C0100578714,4,3,3,433,Other
C0100578738,2,5,5,255,Other
C0100578991,4,5,5,455,Lovers
C0100579357,3,2,3,323,Other
C0100579431,1,2,1,121,Other
C0100579870,3,5,5,355,Other
C0100580240,2,3,2,232,Other
C0100580273,3,3,4,334,Other
C0100580423,2,3,3,233,Other
C0100580465,1,4,4,144,Other
C0100580850,2,2,5,225,Other
C0100581189,2,3,4,234,Other
C0100581414,1,1,2,112,Other
C0100581791,5,5,5,555,Soulmates
C0100581925,2,3,3,233,Other
C0100581982,4,2,4,424,Other
C0100583275,2,1,5,215,Other
C0100583457,3,2,4,324,Other
C0100584256,2,2,2,222,Other
C0100584440,4,3,4,434,Other
C0100584538,1,5,5,155,Ex-Lovers
C0100584813,5,5,1,551,Other
C0100586281,2,5,5,255,Other
C0100586373,5,4,4,544,Lovers
C0100586794,1,1,2,112,Other
C0100587137,5,5,4,554,Lovers
C0100587153,5,3,2,532,Other
C0100587506,3,2,1,321,Other
C0100587643,4,3,3,433,Other
C0100588589,2,1,3,213,Other
C0100588714,5,5,5,555,Soulmates
C0100588776,5,5,2,552,Other
C0100588918,4,1,2,412,Other
C0100589124,2,3,2,232,Other
C0100589204,5,5,5,555,Soulmates
C0100589261,4,3,1,431,Other
C0100589443,1,1,1,111,Other
C0100589710,2,2,4,224,Other
C0100590267,1,1,1,111,Other
C0100590471,5,5,3,553,Other
C0100590664,5,4,3,543,Other
C0100590891,3,3,4,334,Other
C0100591314,5,3,4,534,Other
C0100592088,3,2,4,324,Other
C0100592375,3,1,3,313,Other
C0100592915,1,1,3,113,Other
C0100593168,5,2,1,521,Other
C0100593297,3,5,5,355,Other
C0100593443,5,2,1,521,Other
C0100593743,3,3,3,333,Other
C0100593770,1,2,2,122,Other
C0100593793,1,5,4,154,Other
C0100594197,2,2,5,225,Other
C0100594235,3,1,4,314,Other
C0100594492,2,1,3,213,Other
C0100594543,5,1,3,513,Other
C0100594789,5,2,4,524,Other
C0100594950,2,1,3,213,Other
C0100595047,5,3,4,534,Other
C0100595258,1,5,5,155,Ex-Lovers
C0100597160,4,5,3,453,Other
C0100597461,2,2,2,222,Other
C0100597873,5,1,2,512,Other
C0100598039,5,4,5,545,Lovers
C0100598148,2,3,4,234,Other
C0100598175,2,1,1,211,Other
C0100598741,4,2,2,422,Other
C0100598877,1,1,2,112,Other
C0100599373,1,1,4,114,Other
C0100599643,1,1,1,111,Other
C0100600726,1,1,1,111,Other
C0100600859,2,5,4,254,Other
C0100601213,1,1,1,111,Other
C0100601566,5,5,5,555,Soulmates
C0100601769,2,2,2,222,Other
C0100601966,2,3,4,234,Other
C0100602172,4,3,2,432,Other
C0100602210,2,3,2,232,Other
C0100602558,2,3,3,233,Other
C0100602905,1,1,1,111,Other
C0100602992,4,2,3,423,Other
C0100603319,1,1,2,112,Other
C0100604406,2,4,5,245,Other
C0100604561,4,5,1,451,Other
C0100604883,3,3,2,332,Other
C0100604966,2,5,3,253,Other
C0100605043,4,5,3,453,Other
C0100605187,5,3,1,531,Other
C0100605191,3,1,2,312,Other
C0100605252,2,1,2,212,Other
C0100605299,4,1,4,414,Other
C0100605464,2,3,5,235,Other
C0100605619,1,3,3,133,Other
C0100605821,1,2,1,121,Other
C0100606090,3,4,1,341,Other
C0100606101,4,2,1,421,Other
C0100606285,4,2,2,422,Other
C0100606607,4,5,5,455,Lovers
C0100606879,3,3,4,334,Other
C0100607523,4,1,3,413,Other
C0100607673,2,1,2,212,Other
C0100608276,1,1,3,113,Other
C0100608710,3,2,3,323,Other
C0100608848,2,3,2,232,Other
C0100608998,3,1,3,313,Other
C0100609084,3,2,4,324,Other
C0100609835,3,5,5,355,Other
C0100609878,4,4,5,445,Lovers
C0100610046,5,5,5,555,Soulmates
C0100610234,3,1,4,314,Other
C0100610422,3,5,5,355,Other
C0100610718,5,1,5,515,Other
C0100611743,1,2,1,121,Other
C0100613165,1,2,4,124,Other
C0100613268,3,2,4,324,Other
C0100614020,4,1,5,415,Other
C0100614783,5,3,5,535,Other
C0100615526,5,3,5,535,Other
C0100616077,2,2,4,224,Other
C0100616364,5,1,1,511,Apprentice
C0100616418,4,4,4,444,Lovers
C0100616449,3,2,3,323,Other
C0100616941,1,1,1,111,Other
C0100617048,2,3,4,234,Other
C0100617381,3,2,4,324,Other
C0100618029,4,3,3,433,Other
C0100618272,3,1,2,312,Other
C0100618327,1,1,4,114,Other
C0100618507,3,1,4,314,Other
C0100618626,5,3,2,532,Other
C0100618931,4,5,5,455,Lovers
C0100619369,5,2,4,524,Other
C0100619497,1,2,1,121,Other
C0100619524,5,2,3,523,Other
C0100620017,1,5,3,153,Other
C0100620614,5,3,2,532,Other
C0100621030,3,2,3,323,Other
C0100621701,4,4,4,444,Lovers
C0100621780,4,4,4,444,Lovers
C0100621906,5,5,5,555,Soulmates
C0100622068,4,3,4,434,Other
C0100622324,5,4,3,543,Other
C0100622605,3,3,3,333,Other
C0100623396,5,5,5,555,Soulmates
C0100623936,1,5,4,154,Other
C0100624496,2,5,4,254,Other
C0100624861,1,5,4,154,Other
C0100625190,4,3,5,435,Other
C0100625751,3,3,3,333,Other
C0100625829,3,1,1,311,Other
C0100625884,2,3,3,233,Other
C0100626245,1,1,4,114,Other
C0100626611,5,2,5,525,Other
C0100626833,5,1,2,512,Other
C0100627115,5,1,3,513,Other
C0100627181,3,1,4,314,Other
C0100627627,4,4,1,441,Other
C0100627873,2,1,5,215,Other
C0100628362,5,5,1,551,Other
C0100628370,5,5,5,555,Soulmates
C0100628856,4,5,3,453,Other
C0100628914,5,3,1,531,Other
C0100629695,1,1,2,112,Other
C0100629920,4,2,1,421,Other
C0100629950,5,2,4,524,Other
C0100629975,3,3,2,332,Other
C0100630553,3,3,2,332,Other
C0100630894,1,2,1,121,Other
C0100631681,1,1,3,113,Other
C0100632028,3,1,5,315,Other
C0100632107,3,1,1,311,Other
C0100632273,3,3,3,333,Other
C0100632429,2,3,4,234,Other
C0100632656,3,2,4,324,Other
C0100632667,5,2,2,522,Other
C0100632745,4,2,3,423,Other
C0100633073,2,2,1,221,Other
C0100633194,1,2,1,121,Other
C0100633266,4,1,2,412,Other
C0100633440,2,1,5,215,Other
C0100633543,4,5,4,454,Lovers
C0100633729,3,3,4,334,Other
C0100633827,5,4,5,545,Lovers
C0100634137,5,3,3,533,Other
C0100634158,1,1,1,111,Other
C0100634545,1,1,1,111,Other
C0100634886,1,2,2,122,Other
C0100635604,1,1,2,112,Other
C0100635743,5,1,2,512,Other
C0100635812,5,5,4,554,Lovers
C0100635974,4,5,5,455,Lovers
C0100636264,3,2,4,324,Other
C0100636369,2,4,1,241,Other
C0100636892,4,4,5,445,Lovers
C0100636897,4,1,1,411,Other
C0100637274,3,2,4,324,Other
C0100637560,3,5,4,354,Other
C0100637603,4,1,1,411,Other
C0100637723,2,4,3,243,Other
C0100638646,4,1,1,411,Other
C0100638738,1,1,1,111,Other
C0100638858,5,5,5,555,Soulmates
C0100639060,4,1,2,412,Other
C0100639269,1,1,3,113,Other
C0100639305,4,3,2,432,Other
C0100639489,3,5,5,355,Other
C0100640618,5,2,3,523,Other
C0100640669,2,2,1,221,Other
C0100641006,2,2,2,222,Other
C0100641813,4,1,1,411,Other
C0100641871,2,1,4,214,Other
C0100642070,5,4,5,545,Lovers
C0100642853,1,1,1,111,Other
C0100642935,5,1,1,511,Apprentice
C0100643239,2,1,4,214,Other
C0100643248,2,2,4,224,Other
C0100643473,3,3,3,333,Other
C0100643686,1,1,4,114,Other
C0100644011,3,4,1,341,Other
C0100644042,1,1,1,111,Other
C0100644545,5,2,2,522,Other
C0100644742,3,3,2,332,Other
C0100645528,3,2,4,324,Other
C0100645534,2,4,4,244,Other
C0100645921,2,5,5,255,Other
C0100646519,4,1,1,411,Other
C0100646687,1,1,1,111,Other
C0100647275,3,2,5,325,Other
C0100647362,3,1,1,311,Other
C0100647451,5,1,3,513,Other
C0100647930,3,2,4,324,Other
C0100648393,3,3,2,332,Other
C0100648626,2,1,4,214,Other
C0100649088,5,5,4,554,Lovers
C0100649094,5,1,2,512,Other
C0100649903,1,1,2,112,Other
C0100650645,5,5,5,555,Soulmates
C0100651225,2,5,5,255,Other
C0100651607,1,1,4,114,Other
C0100651814,2,3,4,234,Other
C0100652004,4,3,2,432,Other
C0100652249,4,2,4,424,Other
C0100652289,3,5,4,354,Other
C0100652691,3,1,2,312,Other
C0100652775,3,2,5,325,Other
C0100652806,2,5,5,255,Other
C0100653185,5,5,5,555,Soulmates
C0100653502,2,1,5,215,Other
C0100653933,1,3,2,132,Other
C0100653987,2,2,3,223,Other
C0100654076,4,3,4,434,Other
C0100654142,3,3,2,332,Other
C0100654178,5,2,1,521,Other
C0100655220,2,3,2,232,Other
C0100655551,3,3,2,332,Other
C0100655770,3,3,4,334,Other
C0100655857,4,2,2,422,Other
C0100655968,4,5,5,455,Lovers
C0100656060,1,5,1,151,Other
C0100656148,5,1,2,512,Other
C0100656209,5,2,2,522,Other
C0100656279,5,2,2,522,Other
C0100656306,1,1,3,113,Other
C0100656469,5,5,5,555,Soulmates
C0100656691,5,1,3,513,Other
C0100656909,4,1,1,411,Other
C0100656962,4,2,3,423,Other
C0100657058,1,1,2,112,Other
C0100657176,1,1,3,113,Other
C0100657971,2,5,5,255,Other
C0100658338,2,3,5,235,Other
C0100658519,4,5,1,451,Other
C0100658643,3,1,1,311,Other
C0100659313,3,1,4,314,Other
C0100659362,4,5,4,454,Lovers
C0100659466,4,4,3,443,Other
C0100659645,3,1,2,312,Other
C0100660131,3,3,4,334,Other
C0100660257,5,2,3,523,Other
C0100660370,3,1,1,311,Other
C0100660383,2,2,3,223,Other
C0100660447,2,1,1,211,Other
C0100660521,3,4,2,342,Other
C0100660538,4,2,2,422,Other
C0100661029,3,2,4,324,Other
C0100661172,4,3,2,432,Other
C0100661444,3,2,4,324,Other
C0100661807,3,3,2,332,Other
C0100661953,3,3,3,333,Other
C0100662770,3,2,4,324,Other
C0100662879,4,1,1,411,Other
C0100663027,4,1,3,413,Other
C0100663184,5,5,5,555,Soulmates
C0100663217,1,1,2,112,Other
C0100663354,4,5,5,455,Lovers
C0100663576,3,3,4,334,Other
C0100663580,3,1,2,312,Other
C0100663689,1,1,1,111,Other
C0100663810,4,2,2,422,Other
C0100663928,2,1,3,213,Other
C0100664198,3,1,3,313,Other
C0100668182,4,1,2,412,Other
C0100668795,1,5,3,153,Other
C0100674328,1,1,1,111,Other
C0100674334,3,2,4,324,Other
C0100676338,1,2,1,121,Other
C0100676346,5,5,4,554,Lovers
C0100677836,5,1,5,515,Other
C0100678116,4,3,4,434,Other
C0100686053,5,3,3,533,Other
C0100686093,3,1,4,314,Other
C0100686534,1,1,4,114,Other
C0100686821,5,5,4,554,Lovers
C0100687032,1,3,1,131,Other
C0100687353,1,5,2,152,Other
C0100690052,1,1,1,111,Other
C0100690781,3,1,1,311,Other
C0100691509,3,2,2,322,Other
C0100692208,4,2,3,423,Other
C0100692422,3,1,3,313,Other
C0100692959,1,2,1,121,Other
C0100693443,4,5,5,455,Lovers
C0100693480,4,3,4,434,Other
C0100693593,4,3,4,434,Other
C0100693748,3,3,4,334,Other
C0100693822,3,1,2,312,Other
C0100695385,2,4,3,243,Other
C0100695779,4,5,5,455,Lovers
C0100698068,5,5,5,555,Soulmates
C0100698128,5,5,2,552,Other
C0100700814,4,5,4,454,Lovers
C0100702877,2,2,2,222,Other
C0100702944,4,3,3,433,Other
C0100703741,5,1,1,511,Apprentice
C0100703899,5,1,3,513,Other
C0100704099,2,1,3,213,Other
C0100704502,2,3,5,235,Other
C0100705192,3,2,4,324,Other
C0100705308,3,5,5,355,Other
C0100705458,1,1,1,111,Other
C0100705586,2,3,4,234,Other
C0100706673,2,5,1,251,Other
C0100708462,3,3,4,334,Other
C0100709237,1,2,3,123,Other
C0100709454,2,5,4,254,Other
C0100710222,1,1,1,111,Other
C0100710500,5,1,1,511,Apprentice
C0100710684,1,4,2,142,Other
C0100712179,4,1,3,413,Other
C0100712427,3,2,5,325,Other
C0100712899,4,3,5,435,Other
C0100714082,4,2,3,423,Other
C0100714228,5,1,4,514,Other
C0100714738,2,2,2,222,Other
C0100716878,2,1,4,214,Other
C0100716967,1,1,1,111,Other
C0100717145,2,1,1,211,Other
C0100717157,2,2,2,222,Other
C0100717427,4,1,4,414,Other
C0100717568,2,3,3,233,Other
C0100717852,1,5,5,155,Ex-Lovers
C0100717910,3,2,1,321,Other
C0100718707,1,1,2,112,Other
C0100719648,5,5,4,554,Lovers
C0100719901,5,1,2,512,Other
C0100719913,4,1,1,411,Other
C0100720058,5,2,2,522,Other
C0100721668,3,2,1,321,Other
C0100722185,4,1,1,411,Other
C0100722638,2,3,3,233,Other
C0100722656,1,1,4,114,Other
C0100722961,1,1,3,113,Other
C0100723303,5,2,1,521,Other
C0100723664,3,4,3,343,Other
C0100723891,2,2,4,224,Other
C0100725528,4,1,3,413,Other
C0100725571,5,1,1,511,Apprentice
C0100725664,1,1,1,111,Other
C0100727648,1,2,4,124,Other
C0100728251,1,5,5,155,Ex-Lovers
C0100728359,4,2,4,424,Other
C0100728566,3,4,3,343,Other
C0100728569,3,3,2,332,Other
C0100729013,3,1,1,311,Other
C0100730234,2,2,2,222,Other
C0100730638,5,5,5,555,Soulmates
C0100730910,2,3,3,233,Other
C0100731526,5,1,2,512,Other
C0100732233,2,4,4,244,Other
C0100732405,1,2,4,124,Other
C0100732631,1,1,1,111,Other
C0100732701,2,4,3,243,Other
C0100733255,2,5,5,255,Other
C0100733658,3,1,5,315,Other
C0100733702,3,5,5,355,Other
C0100733749,1,1,1,111,Other
C0100733861,1,1,1,111,Other
C0100733908,2,1,2,212,Other
C0100734048,4,1,1,411,Other
C0100734051,5,2,1,521,Other
C0100734756,4,4,1,441,Other
C0100735822,1,1,1,111,Other
C0100736624,1,2,2,122,Other
C0100737328,2,2,1,221,Other
C0100737436,1,1,2,112,Other
C0100737755,1,2,2,122,Other
C0100737845,5,3,2,532,Other
C0100738998,1,5,4,154,Other
C0100739428,4,1,2,412,Other
C0100739892,5,5,5,555,Soulmates
C0100740048,5,2,2,522,Other
C0100740063,2,2,2,222,Other
C0100740357,5,2,4,524,Other
C0100740730,4,1,4,414,Other
C0100740911,2,5,5,255,Other
C0100741320,3,1,1,311,Other
C0100741425,3,5,4,354,Other
C0100741932,2,4,2,242,Other
C0100741947,2,4,2,242,Other
C0100742412,4,2,2,422,Other
C0100742785,5,1,1,511,Apprentice
C0100743076,1,1,1,111,Other
C0100743164,2,2,1,221,Other
C0100743528,4,4,4,444,Lovers
C0100743550,4,1,1,411,Other
C0100743612,3,4,3,343,Other
C0100743917,1,1,1,111,Other
C0100744439,4,5,5,455,Lovers
C0100744446,3,2,2,322,Other
C0100745190,5,2,4,524,Other
C0100745217,2,1,3,213,Other
C0100745596,5,1,1,511,Apprentice
C0100745600,1,1,2,112,Other
C0100745770,4,5,5,455,Lovers
C0100746015,3,4,5,345,Other
C0100746227,4,3,4,434,Other
C0100747558,2,2,3,223,Other
C0100747619,3,2,5,325,Other
C0100747822,1,2,4,124,Other
C0100748283,2,4,1,241,Other
